STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MIN,PRCP
43279099999,01-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",74.9,24,63,24,NaN,0,NaN,0,3,24,5.4,24,12,18.1,82.9,64,0
43279099999,02-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",75.9,24,65.7,24,NaN,0,NaN,0,3,24,4.2,24,12,NaN,84.2,66.7,0
43279099999,03-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",75.9,24,66.5,24,NaN,0,NaN,0,2,24,5,24,9.9,NaN,86,66.6,0
43279099999,04-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.5,24,66.9,24,NaN,0,NaN,0,2.5,24,5.1,24,13,NaN,86,67.3,0
43279099999,05-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.6,24,67.2,24,NaN,0,NaN,0,2.5,24,4,24,11.1,NaN,85.1,67.8,0
43279099999,06-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77,24,66.7,24,NaN,0,NaN,0,2.5,24,3.9,24,9.9,NaN,86,68,0
43279099999,07-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.8,24,68.7,24,NaN,0,NaN,0,2.6,24,4,24,11.1,NaN,86.7,69.1,0
43279099999,08-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.6,24,67.6,24,NaN,0,NaN,0,2.1,24,4.4,24,13,NaN,87.1,68,0
43279099999,09-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.5,24,66.1,24,NaN,0,NaN,0,2.5,24,4.6,24,8.9,NaN,87.1,64.8,0
43279099999,10-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.9,24,68.2,24,NaN,0,NaN,0,2.6,24,4.5,24,12,NaN,86.2,67.3,0
43279099999,11-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.3,24,68.1,24,NaN,0,NaN,0,2.2,24,5,24,12,NaN,86,69.1,0
43279099999,12-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.1,24,66.7,24,NaN,0,NaN,0,2.7,24,4.8,24,12,NaN,85.6,66.9,0
43279099999,13-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.9,24,66.6,24,NaN,0,NaN,0,2.7,24,4.5,24,11.1,NaN,85.6,68.5,0
43279099999,14-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.9,24,65.8,24,NaN,0,NaN,0,2.3,24,4.4,24,9.9,NaN,86,68.9,0
43279099999,15-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.4,24,68.6,24,NaN,0,NaN,0,2.2,24,5.3,24,12,NaN,85.1,66.9,0
43279099999,16-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.1,24,69.4,24,NaN,0,NaN,0,2.1,24,4.3,24,11.1,NaN,86,68.5,0
43279099999,17-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.3,24,70,24,NaN,0,NaN,0,1.7,24,4.9,24,12,NaN,86,68.4,0
43279099999,18-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.2,24,67.2,24,NaN,0,NaN,0,2,24,4.5,24,12,NaN,84.2,67.6,0
43279099999,19-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.3,24,66.8,24,NaN,0,NaN,0,2.9,24,5.4,24,12,NaN,87.4,68,0
43279099999,20-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76.2,24,68.1,24,NaN,0,NaN,0,2.5,24,4.3,24,9.9,NaN,84.7,66.7,0
43279099999,21-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",76,24,67.1,24,NaN,0,NaN,0,2.3,24,4.2,24,9.9,NaN,84.4,68.2,0
43279099999,22-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",77.1,24,68.7,24,NaN,0,NaN,0,3,24,4.8,24,9.9,NaN,84.2,67.3,0
43279099999,23-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",78.2,24,70.2,24,NaN,0,NaN,0,2.5,24,5.2,24,12,NaN,86,69.1,0
43279099999,24-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",79.4,24,70.7,24,NaN,0,NaN,0,2.9,24,5.5,24,12,NaN,87.8,68.9,0
43279099999,25-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.5,24,74.2,24,NaN,0,NaN,0,3,24,6.9,24,12,NaN,87.8,71.2,0
43279099999,26-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.8,24,72.8,24,NaN,0,NaN,0,3.5,24,7.1,24,12,NaN,87.8,74.7,0
43279099999,27-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",80.9,24,71.7,24,NaN,0,NaN,0,4.1,24,7.4,24,15,NaN,86.7,72.1,0
43279099999,28-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",79.5,24,69.7,24,NaN,0,NaN,0,4.2,24,6.8,24,15,NaN,86,73.2,0
43279099999,29-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",78.8,24,70.2,24,NaN,0,NaN,0,2.5,24,5.9,24,11.1,NaN,86,71.1,0
43279099999,30-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",78.7,24,69.6,24,NaN,0,NaN,0,2.5,24,5.9,24,12,NaN,86,71.1,0
43279099999,31-01-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",78.5,24,67.9,24,NaN,0,NaN,0,2.9,24,6.9,24,14,NaN,86,70,0
43279099999,01-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",78.4,24,67.7,24,NaN,0,NaN,0,2.9,24,5.7,24,9.9,NaN,86,68.4,0
43279099999,02-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",79.3,24,69,24,NaN,0,NaN,0,3,24,6.1,24,13,NaN,87.8,70.2,0
43279099999,03-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.2,24,70.6,24,NaN,0,NaN,0,3.5,24,7.2,24,11.1,NaN,87.8,71.4,0
43279099999,04-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",80.1,24,72.6,24,NaN,0,NaN,0,3,24,6.1,24,13,NaN,88,74.1,0
43279099999,05-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",80.4,24,70.9,24,NaN,0,NaN,0,3.2,24,5.4,24,12,NaN,87.8,71.4,0
43279099999,06-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",80.2,24,69.7,24,NaN,0,NaN,0,3.2,24,4.8,24,12,NaN,89.6,71.8,0
43279099999,07-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.4,24,72.8,24,NaN,0,NaN,0,2.9,24,5.1,24,9.9,NaN,88,71.1,0
43279099999,08-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.5,24,74.4,24,NaN,0,NaN,0,2.8,24,5.7,24,9.9,NaN,89.6,72,0
43279099999,09-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",83.5,24,75.8,24,NaN,0,NaN,0,3.3,24,6.4,24,11.1,NaN,89.6,75.9,0
43279099999,10-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.9,24,74.5,24,NaN,0,NaN,0,3.3,24,7.1,24,12,NaN,90,76.3,0
43279099999,11-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.2,24,73.4,24,NaN,0,NaN,0,3.1,24,7.7,24,12,NaN,88.9,77,0
43279099999,12-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.5,24,70.8,24,NaN,0,NaN,0,3.2,24,7.2,24,14,NaN,87.8,73.2,0
43279099999,13-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",80.8,24,69.8,24,NaN,0,NaN,0,3.2,24,6.3,24,13,NaN,87.8,73.2,0
43279099999,14-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.5,24,72.9,24,NaN,0,NaN,0,3.3,24,5.6,24,11.1,NaN,89.6,73.6,0
43279099999,15-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.9,24,71.5,24,NaN,0,NaN,0,3.5,24,5,24,9.9,NaN,91.4,73,0
43279099999,16-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",83.5,24,74.9,24,NaN,0,NaN,0,3.3,24,6.1,24,12,NaN,91.4,74.1,0
43279099999,17-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.4,24,75.6,24,NaN,0,NaN,0,3.2,24,6.4,24,13,NaN,93.2,74.5,0
43279099999,18-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.1,24,78,24,NaN,0,NaN,0,3.7,24,7.1,24,13,NaN,93.6,75.9,0
43279099999,19-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.6,24,76.4,24,NaN,0,NaN,0,3.5,24,6.4,24,12,NaN,92.5,77,0
43279099999,20-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",83.4,24,73.5,24,NaN,0,NaN,0,4,24,5.7,24,9.9,NaN,90.5,76.3,0
43279099999,21-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.3,24,72.1,24,NaN,0,NaN,0,3.4,24,5,24,12,NaN,90,74.5,0
43279099999,22-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",81.3,24,66.3,24,NaN,0,NaN,0,3.5,24,3.7,24,8.9,NaN,93.2,69.8,0
43279099999,23-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.1,24,64.1,24,NaN,0,NaN,0,3.2,24,3.9,24,8.9,NaN,95,68,0
43279099999,24-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.2,24,71.1,24,NaN,0,NaN,0,3.4,24,4.6,24,9.9,NaN,95,70.3,0
43279099999,25-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",82.2,24,71.3,24,NaN,0,NaN,0,3.3,24,6.2,24,12,NaN,92.3,70.7,0
43279099999,26-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",83.2,24,73.8,24,NaN,0,NaN,0,3.5,24,7.6,24,12,NaN,93.2,71.8,0
43279099999,27-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.9,24,75.8,24,NaN,0,NaN,0,3.6,24,7.8,24,14,NaN,93.2,75.9,0
43279099999,28-02-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.1,24,77.3,24,NaN,0,NaN,0,3.4,24,7.2,24,14,NaN,93.7,78.4,0.12
43279099999,01-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85,24,75.7,24,NaN,0,NaN,0,3.6,24,7.6,24,13,NaN,91.6,77.7,0
43279099999,02-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.3,24,72.2,24,NaN,0,NaN,0,3.9,24,6.5,24,11.1,NaN,91.4,75.2,0
43279099999,03-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.1,24,73.9,24,NaN,0,NaN,0,3.5,24,5.9,24,12,NaN,91.6,75.2,0
43279099999,04-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.2,24,74.7,24,NaN,0,NaN,0,3.6,24,6.8,24,15,NaN,93.2,74.5,0
43279099999,05-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.6,24,76.3,24,NaN,0,NaN,0,3.8,24,7.6,24,15,NaN,100.4,76.1,0
43279099999,06-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.7,24,76.7,24,NaN,0,NaN,0,3.6,24,9.1,24,14,NaN,98.2,78.3,0
43279099999,07-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.9,24,76.9,24,NaN,0,NaN,0,3.9,24,8.6,24,13,NaN,98.6,79.2,0
43279099999,08-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.2,24,78.6,24,NaN,0,NaN,0,3.7,24,8.5,24,14,NaN,98.4,80.4,0
43279099999,09-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.1,24,78,24,NaN,0,NaN,0,3.9,24,7.5,24,13,NaN,93.4,80.6,0
43279099999,10-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.1,24,76.1,24,NaN,0,NaN,0,4.5,24,8.3,24,12,NaN,93.2,77.5,0
43279099999,11-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.3,24,73.4,24,NaN,0,NaN,0,3.9,24,6.1,24,11.1,NaN,95,77,0
43279099999,12-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.4,24,71.4,24,NaN,0,NaN,0,3.5,24,6.5,24,15,NaN,95,74.7,0
43279099999,13-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.2,24,71.4,24,1014.6,0,12.8,4,3,24,4.7,24,9.9,NaN,96.4,74.1,0
43279099999,14-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.5,24,68.4,24,NaN,0,NaN,0,3.4,24,5.2,24,9.9,NaN,96.8,73.9,0
43279099999,15-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.2,24,68.9,24,NaN,0,NaN,0,3.5,24,5.1,24,9.9,NaN,95.9,73.2,0
43279099999,16-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",83.8,24,71.4,24,NaN,0,NaN,0,3.9,24,5.2,24,12,NaN,95.2,74.8,0
43279099999,17-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.4,24,71.2,24,NaN,0,NaN,0,3.4,24,6.4,24,12,NaN,92.7,75.7,0
43279099999,18-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",84.8,24,72.3,24,NaN,0,NaN,0,3.8,24,7.3,24,13,NaN,93.2,75.2,0
43279099999,19-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85,24,74.1,24,NaN,0,NaN,0,3.9,24,7.1,24,14,NaN,93.2,74.5,0
43279099999,20-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.4,24,74.5,24,NaN,0,NaN,0,3.7,24,7.5,24,14,NaN,93.2,75.7,0
43279099999,21-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.4,24,73.7,24,NaN,0,NaN,0,3.9,24,7.7,24,14,NaN,94.3,75.2,0
43279099999,22-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.3,24,74.8,24,NaN,0,NaN,0,3.8,24,7.5,24,13,NaN,95,76.1,0
43279099999,23-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.8,24,76.6,24,NaN,0,NaN,0,3.7,24,6.5,24,12,NaN,98.6,77.4,0
43279099999,24-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.4,24,75.4,24,NaN,0,NaN,0,3.9,24,7.5,24,12,NaN,96.8,77.9,0
43279099999,25-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86,24,75.7,24,NaN,0,NaN,0,4,24,5.9,24,11.1,NaN,96.6,75.4,0
43279099999,26-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.4,24,72.3,24,NaN,0,NaN,0,4,24,6.8,24,14,NaN,96.8,77,0
43279099999,27-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",85.5,24,73.7,24,NaN,0,NaN,0,3.5,24,6,24,13,NaN,97,74.3,0
43279099999,28-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",86.9,24,72.8,24,NaN,0,NaN,0,3.2,24,7.1,24,14,NaN,102.2,74.5,0
43279099999,29-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.2,24,75.9,24,NaN,0,NaN,0,3.9,24,5.9,24,11.1,NaN,101.3,75.9,0
43279099999,30-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.8,24,75.2,24,NaN,0,NaN,0,3.8,24,7.2,24,14,NaN,98.6,76.5,0
43279099999,31-03-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.3,24,75.6,24,NaN,0,NaN,0,3.9,24,7.9,24,13,NaN,102.2,78.4,0
43279099999,01-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.2,24,75.7,24,NaN,0,NaN,0,3.9,24,9,24,13,NaN,102.6,77.7,0
43279099999,02-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.4,24,76.7,24,NaN,0,NaN,0,4.1,24,7.4,24,13,NaN,100.6,78.8,0
43279099999,03-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.5,24,75.7,24,NaN,0,NaN,0,4.1,24,7.2,24,15,NaN,97,77.5,0
43279099999,04-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.6,24,76.1,24,NaN,0,NaN,0,3.7,24,7.2,24,13,NaN,96.8,77.4,0
43279099999,05-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",87.7,24,77.4,24,NaN,0,NaN,0,3.8,24,7.3,24,14,NaN,97.3,77.7,0
43279099999,06-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.3,24,75.3,24,NaN,0,NaN,0,3.7,24,6.9,24,12,NaN,100.4,78.3,0
43279099999,07-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.4,24,75.4,24,NaN,0,NaN,0,4,24,8.9,24,12,NaN,99,77.4,0
43279099999,08-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.9,24,77.8,24,NaN,0,NaN,0,3.5,24,7.6,24,14,NaN,98.6,79.9,0
43279099999,09-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.3,24,78.4,24,NaN,0,NaN,0,3.5,24,7.2,24,13,NaN,98.6,81.3,0
43279099999,10-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.7,24,78.4,24,NaN,0,NaN,0,4,24,7.2,24,12,NaN,96.8,80.1,0
43279099999,11-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.2,24,78,24,NaN,0,NaN,0,4,24,6,24,13,NaN,100.4,79.2,0
43279099999,12-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.2,24,78.2,24,NaN,0,NaN,0,3.8,24,6.6,24,13,NaN,99,80.2,0
43279099999,13-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89,24,76.9,24,NaN,0,NaN,0,3.9,24,7.2,24,14,NaN,98.8,79.7,0
43279099999,14-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.3,24,76.3,24,NaN,0,NaN,0,4.1,24,6.8,24,12,NaN,99.3,78.4,0
43279099999,15-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.4,24,74.8,24,NaN,0,NaN,0,3.7,24,7,24,12,NaN,100.4,77.7,0
43279099999,16-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.4,24,76.4,24,NaN,0,NaN,0,3.7,24,8.1,24,15,NaN,98.8,77.5,0
43279099999,17-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.9,24,74.9,24,NaN,0,NaN,0,3.6,24,8.8,24,14,NaN,100.4,80.1,0
43279099999,18-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.3,24,79.8,24,NaN,0,NaN,0,3.9,24,7.6,24,13,NaN,100.8,81.5,0
43279099999,19-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.3,24,78.8,24,NaN,0,NaN,0,4.1,24,7,24,13,NaN,98.6,81.1,0
43279099999,20-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.6,24,78.5,24,NaN,0,NaN,0,4.2,24,7.8,24,15,NaN,98.1,82.8,0
43279099999,21-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.3,24,77.8,24,NaN,0,NaN,0,4.1,24,7.6,24,14,NaN,100.4,83.5,0
43279099999,22-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.5,24,77.3,24,NaN,0,NaN,0,3.5,24,7,24,13,NaN,99.3,82,0
43279099999,23-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89,24,77.6,24,NaN,0,NaN,0,3.5,24,5.4,24,12,NaN,97.2,79.3,0
43279099999,24-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",89.5,24,75.2,24,NaN,0,NaN,0,4.1,24,6.3,24,11.1,NaN,97,80.6,0
43279099999,25-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",88.9,24,76.5,24,NaN,0,NaN,0,3.8,24,5.5,24,11.1,NaN,97,80.6,0
43279099999,26-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90,24,78.4,24,NaN,0,NaN,0,3.8,24,6.2,24,12,NaN,100.4,79.5,0
43279099999,27-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.2,24,78.2,24,NaN,0,NaN,0,3.7,24,7.6,24,13,NaN,99.7,80.6,0
43279099999,28-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90,24,78.2,24,NaN,0,NaN,0,4,24,6.7,24,12,NaN,98.6,80.6,0
43279099999,29-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.1,24,80,24,NaN,0,NaN,0,4,24,6.6,24,12,NaN,98.2,82.8,0
43279099999,30-04-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.6,24,79,24,NaN,0,NaN,0,3.1,24,5.9,24,12,NaN,104,82.8,0
43279099999,01-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.8,24,75,24,NaN,0,NaN,0,3.1,24,6.4,24,22.9,NaN,100.4,85.3,0
43279099999,02-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",94.5,24,74.1,24,NaN,0,NaN,0,3.6,24,8.1,24,13,NaN,109.4,82.8,0
43279099999,03-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",94.5,24,73.5,24,NaN,0,NaN,0,4,24,9,24,14,NaN,107.6,83.3,0
43279099999,04-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",93.2,24,77.2,24,NaN,0,NaN,0,3.8,24,7.1,24,14,NaN,108,82.6,0
43279099999,05-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",92.9,24,79,24,NaN,0,NaN,0,3.8,24,8.5,24,13,NaN,104,82.9,0
43279099999,06-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",93,24,79,24,NaN,0,NaN,0,3.9,24,9.4,24,13,NaN,105.8,83.1,0
43279099999,07-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",93.2,24,75.3,24,NaN,0,NaN,0,3.6,24,8.4,24,13,NaN,107.6,82.8,0
43279099999,08-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",92.4,24,72.4,24,NaN,0,NaN,0,3.6,24,7.9,24,13,NaN,107.6,83.1,0
43279099999,09-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",93.7,24,75,24,NaN,0,NaN,0,4,24,8.3,24,13,NaN,107.6,80.4,0
43279099999,10-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",92.6,24,76.1,24,NaN,0,NaN,0,4,24,9,24,15,NaN,106.9,82.8,0
43279099999,11-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.9,24,79.4,24,NaN,0,NaN,0,4.2,24,9.1,24,14,NaN,104.7,82.6,0
43279099999,12-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.5,24,80,24,NaN,0,NaN,0,4,24,7.4,24,13,NaN,102.6,82.4,0
43279099999,13-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.1,24,79.6,24,NaN,0,NaN,0,4,24,8.3,24,13,NaN,102.2,81.7,0
43279099999,14-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.1,24,80.8,24,NaN,0,NaN,0,3.8,24,7.7,24,12,NaN,102.6,82.4,0
43279099999,15-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.4,24,80.4,24,NaN,0,NaN,0,4,24,8.3,24,13,NaN,102.2,83.5,0
43279099999,16-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.8,24,79.5,24,NaN,0,NaN,0,4,24,8.1,24,12,NaN,102.2,83.7,0
43279099999,17-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91,24,80.8,24,NaN,0,NaN,0,4,24,7.4,24,12,NaN,100.8,83.1,0
43279099999,18-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",90.9,24,80.3,24,NaN,0,NaN,0,3.8,24,8.5,24,13,NaN,100.6,82.4,0
43279099999,19-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.3,24,79.2,24,NaN,0,NaN,0,4,24,9,24,13,NaN,102.2,81.9,0
43279099999,20-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.6,24,77.9,24,NaN,0,NaN,0,3.9,24,9,24,14,NaN,102.2,81.7,0
43279099999,21-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.6,24,77.4,24,NaN,0,NaN,0,4.3,24,8.5,24,14,NaN,102.2,81.7,0
43279099999,22-05-2019,12.994414,80.180517,15.84,"CHENNAI INTERNATIONAL, IN",91.5,24,77.5,24,NaN,0,NaN,0,4.1,24,8.9,24,15,NaN,102.2,82,0
